category.name,category.desc,project.name,project.link,link.git,project.branch,project.desc
Matchers,Libraries that provide custom matchers.,XMLUnit,https://github.com/xmlunit/xmlunit,true,main,Simplifies testing for XML output.
Miscellaneous,Other stuff related to testing.,junit-dataprovider,https://github.com/TNG/junit-dataprovider,true,master,TestNG-like data provider/runner for JUnit.
Miscellaneous,Other stuff related to testing.,Mutability Detector,https://github.com/MutabilityDetector/MutabilityDetector,true,master,Reports whether instances of a given class are immutable.
Miscellaneous,Other stuff related to testing.,raml-tester,https://github.com/nidi3/raml-tester,true,master,Tests if a request/response matches a given RAML definition.
Miscellaneous,Other stuff related to testing.,TestContainers,https://github.com/testcontainers/testcontainers-java,true,master,"Provides throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container."
Miscellaneous,Other stuff related to testing.,pojo-tester,https://www.pojo.pl,false,,Automatically performs tests on basic POJO methods.
Mocking,Other stuff related to testing.,JMockit,http://jmockit.github.io,false,,"Integration testing, API mocking and faking, and code coverage."
Mocking,Other stuff related to testing.,Mockito,https://github.com/mockito/mockito,true,release/3.x,Mocking framework that lets you write tests with a clean and simple API.
Mocking,Other stuff related to testing.,MockServer,https://www.mock-server.com,false,,Allows mocking of systems integrated with HTTPS.
Mocking,Other stuff related to testing.,Moco,https://github.com/dreamhead/moco,true,master,Concise web services for stubs and mocks.
Mocking,Other stuff related to testing.,PowerMock,https://github.com/powermock/powermock,true,release/2.x,"Mocks static methods, constructors, final classes and methods, private methods, and removal of static initializers."
Mocking,Other stuff related to testing.,WireMock,http://wiremock.org,false,,Stubs and mocks web services.
Utility,Libraries which provide general utility functions.,Arthas,https://github.com/alibaba/arthas,true,master,Allows to troubleshoot production issues for applications without modifying code or restarting servers.
Utility,Libraries which provide general utility functions.,bucket4j,https://github.com/vladimir-bukhtoyarov/bucket4j,true,master,Rate limiting library based on token-bucket algorithm.
Utility,Libraries which provide general utility functions.,cactoos,https://github.com/yegor256/cactoos,true,master,Collection of object-oriented primitives.
Utility,Libraries which provide general utility functions.,CRaSH,http://www.crashub.org,false,,Provides a shell into a JVM that's running CRaSH. Used by Spring Boot and others.
Utility,Libraries which provide general utility functions.,Dex,https://github.com/PatMartin/Dex,true,master,Java/JavaFX tool capable of powerful ETL and data visualization.
Utility,Libraries which provide general utility functions.,Embulk,https://github.com/embulk/embulk,true,master,"Bulk data loader that helps data transfer between various databases, storages, file formats, and cloud services."
Utility,Libraries which provide general utility functions.,fswatch,https://github.com/vorburger/ch.vorburger.fswatch,true,master,"Micro library to watch for directory file system changes, simplifying java.nio.file.WatchService."
Utility,Libraries which provide general utility functions.,Gephi,https://github.com/gephi/gephi,true,master,Cross-platform for visualizing and manipulating large graph networks.
Utility,Libraries which provide general utility functions.,Guava,https://github.com/google/guava,true,master,"Collections, caching, primitives support, concurrency libraries, common annotations, string processing, I/O, and more."
Utility,Libraries which provide general utility functions.,JADE,http://jade.tilab.com,false,,Framework and environment for building and debugging multi-agent systems.
Utility,Libraries which provide general utility functions.,JGit,https://www.eclipse.org/jgit/,false,,"Lightweight, pure Java library implementing the Git version control system."
Utility,Libraries which provide general utility functions.,minio-java,https://github.com/minio/minio-java,true,release,Provides simple APIs to access any Amazon S3-compatible object storage server.
Utility,Libraries which provide general utility functions.,Prot‚g‚,https://protege.stanford.edu,false,,Provides an ontology editor and a framework to build knowledge-based systems.
Utility,Libraries which provide general utility functions.,Underscore-java,https://github.com/javadev/underscore-java,true,master,Port of Underscore.js functions.
Web Crawling,Libraries that analyze the content of websites.,Apache Nutch,https://nutch.apache.org,false,,"Highly extensible, highly scalable web crawler for production environments."
Web Crawling,Libraries that analyze the content of websites.,Crawler4j,https://github.com/yasserg/crawler4j,true,master,Simple and lightweight web crawler.
Web Crawling,Libraries that analyze the content of websites.,jsoup,https://jsoup.org,false,,"Scrapes, parses, manipulates and cleans HTML."
Web Crawling,Libraries that analyze the content of websites.,StormCrawler,http://stormcrawler.net,false,,SDK for building low-latency and scalable web crawlers.
Web Crawling,Libraries that analyze the content of websites.,webmagic,https://github.com/code4craft/webmagic,true,master,"Scalable crawler with downloading, url management, content extraction and persistent."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,ActiveJ,https://activej.io,false,,Lightweight asynchronous framework built from the ground up for developing high-performance web applications.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Apache Tapestry,https://tapestry.apache.org,false,,"Component-oriented framework for creating dynamic, robust, highly scalable web applications."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Apache Wicket,https://wicket.apache.org,false,,"Component-based web application framework similar to Tapestry, with a stateful GUI."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Blade,https://github.com/lets-blade/blade,true,master,"Lightweight, modular framework that aims to be elegant and simple."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Bootique,https://bootique.io,false,,Minimally opinionated framework for runnable apps.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Firefly,http://www.fireflysource.com,false,,Asynchronous framework for rapid development of high-performance web application.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Jooby,http://www.jooby.org,false,,"Scalable, fast and modular micro-framework that offers multiple programming models."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Ninja,http://www.ninjaframework.org,false,,Full-stack web framework.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Pippo,http://www.pippo.ro,false,,"Small, highly modularized, Sinatra-like framework."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Play,https://www.playframework.com,false,,"Built on Akka, it provides predictable and minimal resource consumption"
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,PrimeFaces,https://www.primefaces.org,false,,JSF framework with both free and commercial/support versions and frontend components.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Ratpack,https://ratpack.io,false,,"Set of libraries that facilitate fast, efficient, evolvable and well-tested HTTP applications."
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Takes,https://github.com/yegor256/takes,true,master,Opinionated web framework which is built around the concepts of True Object-Oriented Programming and immutability.
Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Vaadin,https://vaadin.com,false,,Event-driven framework that uses standard web components. Server-side architecture with Ajax on the client side.
